Date,Year,QuarterOfYear,Quarter & Year,MonthOfYear,DayOfMonth,Month Name,MonthShortName,Month Initial,Month & Year,DayOfWeek,DayOfWeekName,Weekday Initial,Day Type,Week & Year,IsWorkingDay,MonthYear,Quarter,WeekYearNr
2015-07-13 00:00:00.000,2015,3,"Q3 2015",7,13,"July","Jul","J​​​​​​​","Jul 2015",0,"Monday","M","Weekday","2015-29",True,"201507","Q3",201529
2015-07-14 00:00:00.000,2015,3,"Q3 2015",7,14,"July","Jul","J​​​​​​​","Jul 2015",1,"Tuesday","T​","Weekday","2015-29",True,"201507","Q3",201529
2015-07-15 00:00:00.000,2015,3,"Q3 2015",7,15,"July","Jul","J​​​​​​​","Jul 2015",2,"Wednesday","W​​","Weekday","2015-29",True,"201507","Q3",201529
2015-07-16 00:00:00.000,2015,3,"Q3 2015",7,16,"July","Jul","J​​​​​​​","Jul 2015",3,"Thursday","T​​​","Weekday","2015-29",True,"201507","Q3",201529
2015-07-17 00:00:00.000,2015,3,"Q3 2015",7,17,"July","Jul","J​​​​​​​","Jul 2015",4,"Friday","F​​​​","Weekday","2015-29",True,"201507","Q3",201529
2015-07-20 00:00:00.000,2015,3,"Q3 2015",7,20,"July","Jul","J​​​​​​​","Jul 2015",0,"Monday","M","Weekday","2015-30",True,"201507","Q3",201530
2015-07-21 00:00:00.000,2015,3,"Q3 2015",7,21,"July","Jul","J​​​​​​​","Jul 2015",1,"Tuesday","T​","Weekday","2015-30",True,"201507","Q3",201530
2015-07-22 00:00:00.000,2015,3,"Q3 2015",7,22,"July","Jul","J​​​​​​​","Jul 2015",2,"Wednesday","W​​","Weekday","2015-30",True,"201507","Q3",201530
2015-07-23 00:00:00.000,2015,3,"Q3 2015",7,23,"July","Jul","J​​​​​​​","Jul 2015",3,"Thursday","T​​​","Weekday","2015-30",True,"201507","Q3",201530
2015-07-24 00:00:00.000,2015,3,"Q3 2015",7,24,"July","Jul","J​​​​​​​","Jul 2015",4,"Friday","F​​​​","Weekday","2015-30",True,"201507","Q3",201530
2015-07-27 00:00:00.000,2015,3,"Q3 2015",7,27,"July","Jul","J​​​​​​​","Jul 2015",0,"Monday","M","Weekday","2015-31",True,"201507","Q3",201531
2015-07-28 00:00:00.000,2015,3,"Q3 2015",7,28,"July","Jul","J​​​​​​​","Jul 2015",1,"Tuesday","T​","Weekday","2015-31",True,"201507","Q3",201531
2015-07-29 00:00:00.000,2015,3,"Q3 2015",7,29,"July","Jul","J​​​​​​​","Jul 2015",2,"Wednesday","W​​","Weekday","2015-31",True,"201507","Q3",201531
2015-07-30 00:00:00.000,2015,3,"Q3 2015",7,30,"July","Jul","J​​​​​​​","Jul 2015",3,"Thursday","T​​​","Weekday","2015-31",True,"201507","Q3",201531
2015-07-31 00:00:00.000,2015,3,"Q3 2015",7,31,"July","Jul","J​​​​​​​","Jul 2015",4,"Friday","F​​​​","Weekday","2015-31",True,"201507","Q3",201531
2015-08-03 00:00:00.000,2015,3,"Q3 2015",8,3,"August","Aug","A​​​​​​​​","Aug 2015",0,"Monday","M","Weekday","2015-32",True,"201508","Q3",201532
2015-08-04 00:00:00.000,2015,3,"Q3 2015",8,4,"August","Aug","A​​​​​​​​","Aug 2015",1,"Tuesday","T​","Weekday","2015-32",True,"201508","Q3",201532
2015-08-05 00:00:00.000,2015,3,"Q3 2015",8,5,"August","Aug","A​​​​​​​​","Aug 2015",2,"Wednesday","W​​","Weekday","2015-32",True,"201508","Q3",201532
2015-08-06 00:00:00.000,2015,3,"Q3 2015",8,6,"August","Aug","A​​​​​​​​","Aug 2015",3,"Thursday","T​​​","Weekday","2015-32",True,"201508","Q3",201532
2015-08-07 00:00:00.000,2015,3,"Q3 2015",8,7,"August","Aug","A​​​​​​​​","Aug 2015",4,"Friday","F​​​​","Weekday","2015-32",True,"201508","Q3",201532
2015-08-10 00:00:00.000,2015,3,"Q3 2015",8,10,"August","Aug","A​​​​​​​​","Aug 2015",0,"Monday","M","Weekday","2015-33",True,"201508","Q3",201533
2015-08-11 00:00:00.000,2015,3,"Q3 2015",8,11,"August","Aug","A​​​​​​​​","Aug 2015",1,"Tuesday","T​","Weekday","2015-33",True,"201508","Q3",201533
2015-08-12 00:00:00.000,2015,3,"Q3 2015",8,12,"August","Aug","A​​​​​​​​","Aug 2015",2,"Wednesday","W​​","Weekday","2015-33",True,"201508","Q3",201533
2015-08-13 00:00:00.000,2015,3,"Q3 2015",8,13,"August","Aug","A​​​​​​​​","Aug 2015",3,"Thursday","T​​​","Weekday","2015-33",True,"201508","Q3",201533
2015-08-14 00:00:00.000,2015,3,"Q3 2015",8,14,"August","Aug","A​​​​​​​​","Aug 2015",4,"Friday","F​​​​","Weekday","2015-33",True,"201508","Q3",201533
2015-08-17 00:00:00.000,2015,3,"Q3 2015",8,17,"August","Aug","A​​​​​​​​","Aug 2015",0,"Monday","M","Weekday","2015-34",True,"201508","Q3",201534
2015-08-18 00:00:00.000,2015,3,"Q3 2015",8,18,"August","Aug","A​​​​​​​​","Aug 2015",1,"Tuesday","T​","Weekday","2015-34",True,"201508","Q3",201534
2015-08-19 00:00:00.000,2015,3,"Q3 2015",8,19,"August","Aug","A​​​​​​​​","Aug 2015",2,"Wednesday","W​​","Weekday","2015-34",True,"201508","Q3",201534
2015-08-20 00:00:00.000,2015,3,"Q3 2015",8,20,"August","Aug","A​​​​​​​​","Aug 2015",3,"Thursday","T​​​","Weekday","2015-34",True,"201508","Q3",201534
2015-08-21 00:00:00.000,2015,3,"Q3 2015",8,21,"August","Aug","A​​​​​​​​","Aug 2015",4,"Friday","F​​​​","Weekday","2015-34",True,"201508","Q3",201534
2015-08-24 00:00:00.000,2015,3,"Q3 2015",8,24,"August","Aug","A​​​​​​​​","Aug 2015",0,"Monday","M","Weekday","2015-35",True,"201508","Q3",201535
2015-08-25 00:00:00.000,2015,3,"Q3 2015",8,25,"August","Aug","A​​​​​​​​","Aug 2015",1,"Tuesday","T​","Weekday","2015-35",True,"201508","Q3",201535
2015-08-26 00:00:00.000,2015,3,"Q3 2015",8,26,"August","Aug","A​​​​​​​​","Aug 2015",2,"Wednesday","W​​","Weekday","2015-35",True,"201508","Q3",201535
2015-08-27 00:00:00.000,2015,3,"Q3 2015",8,27,"August","Aug","A​​​​​​​​","Aug 2015",3,"Thursday","T​​​","Weekday","2015-35",True,"201508","Q3",201535
2015-08-28 00:00:00.000,2015,3,"Q3 2015",8,28,"August","Aug","A​​​​​​​​","Aug 2015",4,"Friday","F​​​​","Weekday","2015-35",True,"201508","Q3",201535
2015-08-31 00:00:00.000,2015,3,"Q3 2015",8,31,"August","Aug","A​​​​​​​​","Aug 2015",0,"Monday","M","Weekday","2015-36",True,"201508","Q3",201536
2015-09-01 00:00:00.000,2015,3,"Q3 2015",9,1,"September","Sep","S​​​​​​​​​","Sep 2015",1,"Tuesday","T​","Weekday","2015-36",True,"201509","Q3",201536
2015-09-02 00:00:00.000,2015,3,"Q3 2015",9,2,"September","Sep","S​​​​​​​​​","Sep 2015",2,"Wednesday","W​​","Weekday","2015-36",True,"201509","Q3",201536
2015-09-03 00:00:00.000,2015,3,"Q3 2015",9,3,"September","Sep","S​​​​​​​​​","Sep 2015",3,"Thursday","T​​​","Weekday","2015-36",True,"201509","Q3",201536
2015-09-04 00:00:00.000,2015,3,"Q3 2015",9,4,"September","Sep","S​​​​​​​​​","Sep 2015",4,"Friday","F​​​​","Weekday","2015-36",True,"201509","Q3",201536
2015-09-07 00:00:00.000,2015,3,"Q3 2015",9,7,"September","Sep","S​​​​​​​​​","Sep 2015",0,"Monday","M","Weekday","2015-37",True,"201509","Q3",201537
2015-09-08 00:00:00.000,2015,3,"Q3 2015",9,8,"September","Sep","S​​​​​​​​​","Sep 2015",1,"Tuesday","T​","Weekday","2015-37",True,"201509","Q3",201537
2015-09-09 00:00:00.000,2015,3,"Q3 2015",9,9,"September","Sep","S​​​​​​​​​","Sep 2015",2,"Wednesday","W​​","Weekday","2015-37",True,"201509","Q3",201537
2015-09-10 00:00:00.000,2015,3,"Q3 2015",9,10,"September","Sep","S​​​​​​​​​","Sep 2015",3,"Thursday","T​​​","Weekday","2015-37",True,"201509","Q3",201537
2015-09-11 00:00:00.000,2015,3,"Q3 2015",9,11,"September","Sep","S​​​​​​​​​","Sep 2015",4,"Friday","F​​​​","Weekday","2015-37",True,"201509","Q3",201537
2015-09-14 00:00:00.000,2015,3,"Q3 2015",9,14,"September","Sep","S​​​​​​​​​","Sep 2015",0,"Monday","M","Weekday","2015-38",True,"201509","Q3",201538
2015-09-15 00:00:00.000,2015,3,"Q3 2015",9,15,"September","Sep","S​​​​​​​​​","Sep 2015",1,"Tuesday","T​","Weekday","2015-38",True,"201509","Q3",201538
2015-09-16 00:00:00.000,2015,3,"Q3 2015",9,16,"September","Sep","S​​​​​​​​​","Sep 2015",2,"Wednesday","W​​","Weekday","2015-38",True,"201509","Q3",201538
2015-09-17 00:00:00.000,2015,3,"Q3 2015",9,17,"September","Sep","S​​​​​​​​​","Sep 2015",3,"Thursday","T​​​","Weekday","2015-38",True,"201509","Q3",201538
2015-09-18 00:00:00.000,2015,3,"Q3 2015",9,18,"September","Sep","S​​​​​​​​​","Sep 2015",4,"Friday","F​​​​","Weekday","2015-38",True,"201509","Q3",201538
2015-09-21 00:00:00.000,2015,3,"Q3 2015",9,21,"September","Sep","S​​​​​​​​​","Sep 2015",0,"Monday","M","Weekday","2015-39",True,"201509","Q3",201539
2015-09-22 00:00:00.000,2015,3,"Q3 2015",9,22,"September","Sep","S​​​​​​​​​","Sep 2015",1,"Tuesday","T​","Weekday","2015-39",True,"201509","Q3",201539
2015-09-23 00:00:00.000,2015,3,"Q3 2015",9,23,"September","Sep","S​​​​​​​​​","Sep 2015",2,"Wednesday","W​​","Weekday","2015-39",True,"201509","Q3",201539
2015-09-24 00:00:00.000,2015,3,"Q3 2015",9,24,"September","Sep","S​​​​​​​​​","Sep 2015",3,"Thursday","T​​​","Weekday","2015-39",True,"201509","Q3",201539
2015-09-25 00:00:00.000,2015,3,"Q3 2015",9,25,"September","Sep","S​​​​​​​​​","Sep 2015",4,"Friday","F​​​​","Weekday","2015-39",True,"201509","Q3",201539
2015-09-28 00:00:00.000,2015,3,"Q3 2015",9,28,"September","Sep","S​​​​​​​​​","Sep 2015",0,"Monday","M","Weekday","2015-40",True,"201509","Q3",201540
2015-09-29 00:00:00.000,2015,3,"Q3 2015",9,29,"September","Sep","S​​​​​​​​​","Sep 2015",1,"Tuesday","T​","Weekday","2015-40",True,"201509","Q3",201540
2015-09-30 00:00:00.000,2015,3,"Q3 2015",9,30,"September","Sep","S​​​​​​​​​","Sep 2015",2,"Wednesday","W​​","Weekday","2015-40",True,"201509","Q3",201540
2016-07-01 00:00:00.000,2016,3,"Q3 2016",7,1,"July","Jul","J​​​​​​​","Jul 2016",4,"Friday","F​​​​","Weekday","2016-26",True,"201607","Q3",201626
2016-07-04 00:00:00.000,2016,3,"Q3 2016",7,4,"July","Jul","J​​​​​​​","Jul 2016",0,"Monday","M","Weekday","2016-27",True,"201607","Q3",201627
2016-07-05 00:00:00.000,2016,3,"Q3 2016",7,5,"July","Jul","J​​​​​​​","Jul 2016",1,"Tuesday","T​","Weekday","2016-27",True,"201607","Q3",201627
2016-07-06 00:00:00.000,2016,3,"Q3 2016",7,6,"July","Jul","J​​​​​​​","Jul 2016",2,"Wednesday","W​​","Weekday","2016-27",True,"201607","Q3",201627
2016-07-07 00:00:00.000,2016,3,"Q3 2016",7,7,"July","Jul","J​​​​​​​","Jul 2016",3,"Thursday","T​​​","Weekday","2016-27",True,"201607","Q3",201627
2016-07-08 00:00:00.000,2016,3,"Q3 2016",7,8,"July","Jul","J​​​​​​​","Jul 2016",4,"Friday","F​​​​","Weekday","2016-27",True,"201607","Q3",201627
2016-07-11 00:00:00.000,2016,3,"Q3 2016",7,11,"July","Jul","J​​​​​​​","Jul 2016",0,"Monday","M","Weekday","2016-28",True,"201607","Q3",201628
2016-07-12 00:00:00.000,2016,3,"Q3 2016",7,12,"July","Jul","J​​​​​​​","Jul 2016",1,"Tuesday","T​","Weekday","2016-28",True,"201607","Q3",201628
2016-07-13 00:00:00.000,2016,3,"Q3 2016",7,13,"July","Jul","J​​​​​​​","Jul 2016",2,"Wednesday","W​​","Weekday","2016-28",True,"201607","Q3",201628
2016-07-14 00:00:00.000,2016,3,"Q3 2016",7,14,"July","Jul","J​​​​​​​","Jul 2016",3,"Thursday","T​​​","Weekday","2016-28",True,"201607","Q3",201628
2016-07-15 00:00:00.000,2016,3,"Q3 2016",7,15,"July","Jul","J​​​​​​​","Jul 2016",4,"Friday","F​​​​","Weekday","2016-28",True,"201607","Q3",201628
2016-07-18 00:00:00.000,2016,3,"Q3 2016",7,18,"July","Jul","J​​​​​​​","Jul 2016",0,"Monday","M","Weekday","2016-29",True,"201607","Q3",201629
2016-07-19 00:00:00.000,2016,3,"Q3 2016",7,19,"July","Jul","J​​​​​​​","Jul 2016",1,"Tuesday","T​","Weekday","2016-29",True,"201607","Q3",201629
2016-07-20 00:00:00.000,2016,3,"Q3 2016",7,20,"July","Jul","J​​​​​​​","Jul 2016",2,"Wednesday","W​​","Weekday","2016-29",True,"201607","Q3",201629
2016-07-21 00:00:00.000,2016,3,"Q3 2016",7,21,"July","Jul","J​​​​​​​","Jul 2016",3,"Thursday","T​​​","Weekday","2016-29",True,"201607","Q3",201629
2016-07-22 00:00:00.000,2016,3,"Q3 2016",7,22,"July","Jul","J​​​​​​​","Jul 2016",4,"Friday","F​​​​","Weekday","2016-29",True,"201607","Q3",201629
2016-07-25 00:00:00.000,2016,3,"Q3 2016",7,25,"July","Jul","J​​​​​​​","Jul 2016",0,"Monday","M","Weekday","2016-30",True,"201607","Q3",201630
2016-07-26 00:00:00.000,2016,3,"Q3 2016",7,26,"July","Jul","J​​​​​​​","Jul 2016",1,"Tuesday","T​","Weekday","2016-30",True,"201607","Q3",201630
2016-07-27 00:00:00.000,2016,3,"Q3 2016",7,27,"July","Jul","J​​​​​​​","Jul 2016",2,"Wednesday","W​​","Weekday","2016-30",True,"201607","Q3",201630
2016-07-28 00:00:00.000,2016,3,"Q3 2016",7,28,"July","Jul","J​​​​​​​","Jul 2016",3,"Thursday","T​​​","Weekday","2016-30",True,"201607","Q3",201630
2016-07-29 00:00:00.000,2016,3,"Q3 2016",7,29,"July","Jul","J​​​​​​​","Jul 2016",4,"Friday","F​​​​","Weekday","2016-30",True,"201607","Q3",201630
2016-08-01 00:00:00.000,2016,3,"Q3 2016",8,1,"August","Aug","A​​​​​​​​","Aug 2016",0,"Monday","M","Weekday","2016-31",True,"201608","Q3",201631
2016-08-02 00:00:00.000,2016,3,"Q3 2016",8,2,"August","Aug","A​​​​​​​​","Aug 2016",1,"Tuesday","T​","Weekday","2016-31",True,"201608","Q3",201631
2016-08-03 00:00:00.000,2016,3,"Q3 2016",8,3,"August","Aug","A​​​​​​​​","Aug 2016",2,"Wednesday","W​​","Weekday","2016-31",True,"201608","Q3",201631
2016-08-04 00:00:00.000,2016,3,"Q3 2016",8,4,"August","Aug","A​​​​​​​​","Aug 2016",3,"Thursday","T​​​","Weekday","2016-31",True,"201608","Q3",201631
2016-08-05 00:00:00.000,2016,3,"Q3 2016",8,5,"August","Aug","A​​​​​​​​","Aug 2016",4,"Friday","F​​​​","Weekday","2016-31",True,"201608","Q3",201631
2016-08-08 00:00:00.000,2016,3,"Q3 2016",8,8,"August","Aug","A​​​​​​​​","Aug 2016",0,"Monday","M","Weekday","2016-32",True,"201608","Q3",201632
2016-08-09 00:00:00.000,2016,3,"Q3 2016",8,9,"August","Aug","A​​​​​​​​","Aug 2016",1,"Tuesday","T​","Weekday","2016-32",True,"201608","Q3",201632
2016-08-10 00:00:00.000,2016,3,"Q3 2016",8,10,"August","Aug","A​​​​​​​​","Aug 2016",2,"Wednesday","W​​","Weekday","2016-32",True,"201608","Q3",201632
2016-08-11 00:00:00.000,2016,3,"Q3 2016",8,11,"August","Aug","A​​​​​​​​","Aug 2016",3,"Thursday","T​​​","Weekday","2016-32",True,"201608","Q3",201632
2016-08-12 00:00:00.000,2016,3,"Q3 2016",8,12,"August","Aug","A​​​​​​​​","Aug 2016",4,"Friday","F​​​​","Weekday","2016-32",True,"201608","Q3",201632
2016-08-15 00:00:00.000,2016,3,"Q3 2016",8,15,"August","Aug","A​​​​​​​​","Aug 2016",0,"Monday","M","Weekday","2016-33",True,"201608","Q3",201633
2016-08-16 00:00:00.000,2016,3,"Q3 2016",8,16,"August","Aug","A​​​​​​​​","Aug 2016",1,"Tuesday","T​","Weekday","2016-33",True,"201608","Q3",201633
2016-08-17 00:00:00.000,2016,3,"Q3 2016",8,17,"August","Aug","A​​​​​​​​","Aug 2016",2,"Wednesday","W​​","Weekday","2016-33",True,"201608","Q3",201633
2016-08-18 00:00:00.000,2016,3,"Q3 2016",8,18,"August","Aug","A​​​​​​​​","Aug 2016",3,"Thursday","T​​​","Weekday","2016-33",True,"201608","Q3",201633
2016-08-19 00:00:00.000,2016,3,"Q3 2016",8,19,"August","Aug","A​​​​​​​​","Aug 2016",4,"Friday","F​​​​","Weekday","2016-33",True,"201608","Q3",201633
2016-08-22 00:00:00.000,2016,3,"Q3 2016",8,22,"August","Aug","A​​​​​​​​","Aug 2016",0,"Monday","M","Weekday","2016-34",True,"201608","Q3",201634
2016-08-23 00:00:00.000,2016,3,"Q3 2016",8,23,"August","Aug","A​​​​​​​​","Aug 2016",1,"Tuesday","T​","Weekday","2016-34",True,"201608","Q3",201634
2016-08-24 00:00:00.000,2016,3,"Q3 2016",8,24,"August","Aug","A​​​​​​​​","Aug 2016",2,"Wednesday","W​​","Weekday","2016-34",True,"201608","Q3",201634
2016-08-25 00:00:00.000,2016,3,"Q3 2016",8,25,"August","Aug","A​​​​​​​​","Aug 2016",3,"Thursday","T​​​","Weekday","2016-34",True,"201608","Q3",201634
2016-08-26 00:00:00.000,2016,3,"Q3 2016",8,26,"August","Aug","A​​​​​​​​","Aug 2016",4,"Friday","F​​​​","Weekday","2016-34",True,"201608","Q3",201634
2016-08-29 00:00:00.000,2016,3,"Q3 2016",8,29,"August","Aug","A​​​​​​​​","Aug 2016",0,"Monday","M","Weekday","2016-35",True,"201608","Q3",201635
2016-08-30 00:00:00.000,2016,3,"Q3 2016",8,30,"August","Aug","A​​​​​​​​","Aug 2016",1,"Tuesday","T​","Weekday","2016-35",True,"201608","Q3",201635
2016-08-31 00:00:00.000,2016,3,"Q3 2016",8,31,"August","Aug","A​​​​​​​​","Aug 2016",2,"Wednesday","W​​","Weekday","2016-35",True,"201608","Q3",201635
2016-09-01 00:00:00.000,2016,3,"Q3 2016",9,1,"September","Sep","S​​​​​​​​​","Sep 2016",3,"Thursday","T​​​","Weekday","2016-35",True,"201609","Q3",201635
2016-09-02 00:00:00.000,2016,3,"Q3 2016",9,2,"September","Sep","S​​​​​​​​​","Sep 2016",4,"Friday","F​​​​","Weekday","2016-35",True,"201609","Q3",201635
2016-09-05 00:00:00.000,2016,3,"Q3 2016",9,5,"September","Sep","S​​​​​​​​​","Sep 2016",0,"Monday","M","Weekday","2016-36",True,"201609","Q3",201636
2016-09-06 00:00:00.000,2016,3,"Q3 2016",9,6,"September","Sep","S​​​​​​​​​","Sep 2016",1,"Tuesday","T​","Weekday","2016-36",True,"201609","Q3",201636
2016-09-07 00:00:00.000,2016,3,"Q3 2016",9,7,"September","Sep","S​​​​​​​​​","Sep 2016",2,"Wednesday","W​​","Weekday","2016-36",True,"201609","Q3",201636
2016-09-08 00:00:00.000,2016,3,"Q3 2016",9,8,"September","Sep","S​​​​​​​​​","Sep 2016",3,"Thursday","T​​​","Weekday","2016-36",True,"201609","Q3",201636
2016-09-09 00:00:00.000,2016,3,"Q3 2016",9,9,"September","Sep","S​​​​​​​​​","Sep 2016",4,"Friday","F​​​​","Weekday","2016-36",True,"201609","Q3",201636
2016-09-12 00:00:00.000,2016,3,"Q3 2016",9,12,"September","Sep","S​​​​​​​​​","Sep 2016",0,"Monday","M","Weekday","2016-37",True,"201609","Q3",201637
2016-09-13 00:00:00.000,2016,3,"Q3 2016",9,13,"September","Sep","S​​​​​​​​​","Sep 2016",1,"Tuesday","T​","Weekday","2016-37",True,"201609","Q3",201637
2016-09-14 00:00:00.000,2016,3,"Q3 2016",9,14,"September","Sep","S​​​​​​​​​","Sep 2016",2,"Wednesday","W​​","Weekday","2016-37",True,"201609","Q3",201637
2016-09-15 00:00:00.000,2016,3,"Q3 2016",9,15,"September","Sep","S​​​​​​​​​","Sep 2016",3,"Thursday","T​​​","Weekday","2016-37",True,"201609","Q3",201637
2016-09-16 00:00:00.000,2016,3,"Q3 2016",9,16,"September","Sep","S​​​​​​​​​","Sep 2016",4,"Friday","F​​​​","Weekday","2016-37",True,"201609","Q3",201637
2016-09-19 00:00:00.000,2016,3,"Q3 2016",9,19,"September","Sep","S​​​​​​​​​","Sep 2016",0,"Monday","M","Weekday","2016-38",True,"201609","Q3",201638
2016-09-20 00:00:00.000,2016,3,"Q3 2016",9,20,"September","Sep","S​​​​​​​​​","Sep 2016",1,"Tuesday","T​","Weekday","2016-38",True,"201609","Q3",201638
2016-09-21 00:00:00.000,2016,3,"Q3 2016",9,21,"September","Sep","S​​​​​​​​​","Sep 2016",2,"Wednesday","W​​","Weekday","2016-38",True,"201609","Q3",201638
2016-09-22 00:00:00.000,2016,3,"Q3 2016",9,22,"September","Sep","S​​​​​​​​​","Sep 2016",3,"Thursday","T​​​","Weekday","2016-38",True,"201609","Q3",201638
2016-09-23 00:00:00.000,2016,3,"Q3 2016",9,23,"September","Sep","S​​​​​​​​​","Sep 2016",4,"Friday","F​​​​","Weekday","2016-38",True,"201609","Q3",201638
2016-09-26 00:00:00.000,2016,3,"Q3 2016",9,26,"September","Sep","S​​​​​​​​​","Sep 2016",0,"Monday","M","Weekday","2016-39",True,"201609","Q3",201639
2016-09-27 00:00:00.000,2016,3,"Q3 2016",9,27,"September","Sep","S​​​​​​​​​","Sep 2016",1,"Tuesday","T​","Weekday","2016-39",True,"201609","Q3",201639
2016-09-28 00:00:00.000,2016,3,"Q3 2016",9,28,"September","Sep","S​​​​​​​​​","Sep 2016",2,"Wednesday","W​​","Weekday","2016-39",True,"201609","Q3",201639
2016-09-29 00:00:00.000,2016,3,"Q3 2016",9,29,"September","Sep","S​​​​​​​​​","Sep 2016",3,"Thursday","T​​​","Weekday","2016-39",True,"201609","Q3",201639
2016-09-30 00:00:00.000,2016,3,"Q3 2016",9,30,"September","Sep","S​​​​​​​​​","Sep 2016",4,"Friday","F​​​​","Weekday","2016-39",True,"201609","Q3",201639
2016-01-01 00:00:00.000,2016,1,"Q1 2016",1,1,"January","Jan","J​","Jan 2016",4,"Friday","F​​​​","Weekday","2015-53",True,"201601","Q1",201553
2016-01-04 00:00:00.000,2016,1,"Q1 2016",1,4,"January","Jan","J​","Jan 2016",0,"Monday","M","Weekday","2016-01",True,"201601","Q1",201601
2016-01-05 00:00:00.000,2016,1,"Q1 2016",1,5,"January","Jan","J​","Jan 2016",1,"Tuesday","T​","Weekday","2016-01",True,"201601","Q1",201601
2016-01-06 00:00:00.000,2016,1,"Q1 2016",1,6,"January","Jan","J​","Jan 2016",2,"Wednesday","W​​","Weekday","2016-01",True,"201601","Q1",201601
2016-01-07 00:00:00.000,2016,1,"Q1 2016",1,7,"January","Jan","J​","Jan 2016",3,"Thursday","T​​​","Weekday","2016-01",True,"201601","Q1",201601
2016-01-08 00:00:00.000,2016,1,"Q1 2016",1,8,"January","Jan","J​","Jan 2016",4,"Friday","F​​​​","Weekday","2016-01",True,"201601","Q1",201601
2016-01-11 00:00:00.000,2016,1,"Q1 2016",1,11,"January","Jan","J​","Jan 2016",0,"Monday","M","Weekday","2016-02",True,"201601","Q1",201602
2016-01-12 00:00:00.000,2016,1,"Q1 2016",1,12,"January","Jan","J​","Jan 2016",1,"Tuesday","T​","Weekday","2016-02",True,"201601","Q1",201602
2016-01-13 00:00:00.000,2016,1,"Q1 2016",1,13,"January","Jan","J​","Jan 2016",2,"Wednesday","W​​","Weekday","2016-02",True,"201601","Q1",201602
2016-01-14 00:00:00.000,2016,1,"Q1 2016",1,14,"January","Jan","J​","Jan 2016",3,"Thursday","T​​​","Weekday","2016-02",True,"201601","Q1",201602
2016-01-15 00:00:00.000,2016,1,"Q1 2016",1,15,"January","Jan","J​","Jan 2016",4,"Friday","F​​​​","Weekday","2016-02",True,"201601","Q1",201602
2016-01-18 00:00:00.000,2016,1,"Q1 2016",1,18,"January","Jan","J​","Jan 2016",0,"Monday","M","Weekday","2016-03",True,"201601","Q1",201603
2016-01-19 00:00:00.000,2016,1,"Q1 2016",1,19,"January","Jan","J​","Jan 2016",1,"Tuesday","T​","Weekday","2016-03",True,"201601","Q1",201603
2016-01-20 00:00:00.000,2016,1,"Q1 2016",1,20,"January","Jan","J​","Jan 2016",2,"Wednesday","W​​","Weekday","2016-03",True,"201601","Q1",201603
2016-01-21 00:00:00.000,2016,1,"Q1 2016",1,21,"January","Jan","J​","Jan 2016",3,"Thursday","T​​​","Weekday","2016-03",True,"201601","Q1",201603
2016-01-22 00:00:00.000,2016,1,"Q1 2016",1,22,"January","Jan","J​","Jan 2016",4,"Friday","F​​​​","Weekday","2016-03",True,"201601","Q1",201603
2016-01-25 00:00:00.000,2016,1,"Q1 2016",1,25,"January","Jan","J​","Jan 2016",0,"Monday","M","Weekday","2016-04",True,"201601","Q1",201604
2016-01-26 00:00:00.000,2016,1,"Q1 2016",1,26,"January","Jan","J​","Jan 2016",1,"Tuesday","T​","Weekday","2016-04",True,"201601","Q1",201604
2016-01-27 00:00:00.000,2016,1,"Q1 2016",1,27,"January","Jan","J​","Jan 2016",2,"Wednesday","W​​","Weekday","2016-04",True,"201601","Q1",201604
2016-01-28 00:00:00.000,2016,1,"Q1 2016",1,28,"January","Jan","J​","Jan 2016",3,"Thursday","T​​​","Weekday","2016-04",True,"201601","Q1",201604
2016-01-29 00:00:00.000,2016,1,"Q1 2016",1,29,"January","Jan","J​","Jan 2016",4,"Friday","F​​​​","Weekday","2016-04",True,"201601","Q1",201604
2016-02-01 00:00:00.000,2016,1,"Q1 2016",2,1,"February","Feb","F​​","Feb 2016",0,"Monday","M","Weekday","2016-05",True,"201602","Q1",201605
2016-02-02 00:00:00.000,2016,1,"Q1 2016",2,2,"February","Feb","F​​","Feb 2016",1,"Tuesday","T​","Weekday","2016-05",True,"201602","Q1",201605
2016-02-03 00:00:00.000,2016,1,"Q1 2016",2,3,"February","Feb","F​​","Feb 2016",2,"Wednesday","W​​","Weekday","2016-05",True,"201602","Q1",201605
2016-02-04 00:00:00.000,2016,1,"Q1 2016",2,4,"February","Feb","F​​","Feb 2016",3,"Thursday","T​​​","Weekday","2016-05",True,"201602","Q1",201605
2016-02-05 00:00:00.000,2016,1,"Q1 2016",2,5,"February","Feb","F​​","Feb 2016",4,"Friday","F​​​​","Weekday","2016-05",True,"201602","Q1",201605
2016-02-08 00:00:00.000,2016,1,"Q1 2016",2,8,"February","Feb","F​​","Feb 2016",0,"Monday","M","Weekday","2016-06",True,"201602","Q1",201606
2016-02-09 00:00:00.000,2016,1,"Q1 2016",2,9,"February","Feb","F​​","Feb 2016",1,"Tuesday","T​","Weekday","2016-06",True,"201602","Q1",201606
2016-02-10 00:00:00.000,2016,1,"Q1 2016",2,10,"February","Feb","F​​","Feb 2016",2,"Wednesday","W​​","Weekday","2016-06",True,"201602","Q1",201606
2016-02-11 00:00:00.000,2016,1,"Q1 2016",2,11,"February","Feb","F​​","Feb 2016",3,"Thursday","T​​​","Weekday","2016-06",True,"201602","Q1",201606
