"Product Name","Category","Sub-Category","total_sales","total_profit","profit_margin","total_quantity"
"Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","Furniture","Furnishings","2401.87200000000012","-513.127199999999832","-0.2136","36"
"Trav-L-File Heavy-Duty Shuttle II, Black","Office Supplies","Storage","2387.63600000000004","557.6959999999998562","0.2336","60"
"Fellowes Bankers Box Recycled Super Stor/Drawer","Office Supplies","Storage","2375.120","-60.457600000000100","-0.0255","48"
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","Furniture","Furnishings","2368.464","897.523200000000012","0.3789","48"
"SanDisk Cruzer 64 GB USB Flash Drive","Technology","Accessories","2368.06400000000008","639.231999999999750","0.2699","68"
"GBC Therma-A-Bind 250T Electric Binding System","Office Supplies","Binders","2361.408","826.49279999999988","0.3500","24"
"Boston Heavy-Duty Trimline Electric Pencil Sharpeners","Office Supplies","Art","2332.88000000000014","621.779999999999726","0.2665","50"
"GE 30522EE2","Technology","Phones","2319.79999999999980","672.741999999999758","0.2900","20"
"Logitech K350 2.4Ghz Wireless Keyboard","Technology","Accessories","2309.32800000000010","94.562999999999918","0.0409","50"
"LG Exalt","Technology","Phones","2308.65200000000026","-424.292800000000160","-0.1838","24"
"Logitech Illuminated - Keyboard","Technology","Accessories","2279.62000000000008","1031.828000000000046","0.4526","40"
"Panasonic KX-TG6844B Expandable Digital Cordless Telephone","Technology","Phones","2270.05599999999996","150.4572000000001284","0.0663","44"
"File Shuttle II and Handi-File, Black","Office Supplies","Storage","2250.296000000000016","521.9059999999999972","0.2319","68"
"HTC One","Technology","Phones","2239.776","251.974799999999676","0.1125","28"
"ClearSounds CSC500 Amplified Spirit Phone Corded phone","Technology","Phones","2239.67999999999976","324.7536000000000210","0.1450","38"
"O'Sullivan 3-Shelf Heavy-Duty Bookcases","Furniture","Bookcases","2238.390000000000056","294.1884000000000296","0.1314","44"
"Advantus Rolling Drawer Organizers","Office Supplies","Storage","2231.83999999999992","466.3775999999999540","0.2090","62"
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting","Furniture","Furnishings","2231.280000000000134","-250.3991999999998732","-0.1122","66"
"Dana Halogen Swing-Arm Architect Lamp","Furniture","Furnishings","2228.768","576.8576000000001228","0.2588","56"
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige","Office Supplies","Art","2226.0480000000002","222.60479999999996","0.1000","16"
"netTALK DUO VoIP Telephone Service","Technology","Phones","2225.576000000000236","860.836","0.3868","52"
"Hypercom P1300 Pinpad","Technology","Accessories","2217.60000000000020","550.620000000000026","0.2483","42"
"Xerox 1988","Office Supplies","Paper","2205.77600000000010","808.577999999999862","0.3666","82"
"Ibico Plastic Spiral Binding Combs","Office Supplies","Binders","2200.9599999999998966","657.855999999999932","0.2989","94"
"Ibico Laser Imprintable Binding System Covers","Office Supplies","Binders","2200.800000000000096","276.671999999999936","0.1257","68"
"Xerox 1906","Office Supplies","Paper","2197.280","995.155199999999832","0.4529","64"
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","Office Supplies","Paper","2197.008","985.324799999999948","0.4485","42"
"Xerox 1934","Office Supplies","Paper","2194.416","1052.4240","0.4796","40"
"Catalog Binders with Expanding Posts","Office Supplies","Binders","2179.872000000000174","-484.416000000000194","-0.2222","72"
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf","Furniture","Tables","2177.279999999999776","-209.664000000000010","-0.0963","32"
"Global Deluxe High-Back Office Chair in Storm","Furniture","Chairs","2175.84000000000030","-299.178000000000210","-0.1375","20"
"Maxell LTO Ultrium - 800 GB","Technology","Accessories","2172.024","312.92819999999982216","0.1441","82"
"RCA Visys Integrated PBX 8-Line Router","Technology","Phones","2170.47599999999994","261.261000000000080","0.1204","38"
"GBC Prestige Therm-A-Bind Covers","Office Supplies","Binders","2147.806000000000108","729.430600000000072","0.3396","78"
"Belkin 8 Outlet Surge Protector","Office Supplies","Appliances","2147.351999999999904","377.0159999999999206","0.1756","60"
"Carina Media Storage Towers in Natural & Black","Office Supplies","Storage","2146.496","-243.9200000000000032","-0.1136","40"
"Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener","Office Supplies","Art","2146.22399999999996","412.5324000000000504","0.1922","54"
"Recycled Steel Personal File for Standard File Folders","Office Supplies","Storage","2145.252","508.6679999999999794","0.2371","40"
"O'Sullivan Cherrywood Estates Traditional Barrister Bookcase","Furniture","Bookcases","2144.68799999999992","-156.727200000000018","-0.0731","18"
"AT&T 1070 Corded Phone","Technology","Phones","2140.60800000000018","267.575999999999738","0.1250","24"
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish","Furniture","Bookcases","2129.248","48.3920000000001104","0.0227","20"
"Recycled Steel Personal File for Hanging File Folders","Office Supplies","Storage","2106.064","303.3189999999999548","0.1440","42"
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers","Office Supplies","Storage","2103.552","554.572800000000190","0.2636","36"
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock","Furniture","Furnishings","2095.47199999999990","681.028400000000052","0.3250","54"
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue","Office Supplies","Appliances","2084.15999999999990","583.5648","0.2800","26"
"Howard Miller 13"" Diameter Goldtone Round Wall Clock","Furniture","Furnishings","2084.136","588.627600000000046","0.2824","54"
"GBC Twin Loop Wire Binding Elements","Office Supplies","Binders","2083.328000000000076","519.168000000000006","0.2492","94"
"Balt Split Level Computer Training Table","Furniture","Tables","2081.250","-715.949999999999970","-0.3440","24"
"Logitech G13 Programmable Gameboard with LCD Display","Technology","Accessories","2079.73999999999982","86.3892000000000998","0.0415","28"
"Star Micronics TSP100 TSP143LAN Receipt Printer","Technology","Machines","2071.6","538.616","0.2600","8"
"Okidata B400 Printer","Technology","Machines","2059.20000000000028","231.659999999999742","0.1125","6"
"Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup","Office Supplies","Appliances","2046.703999999999964","-18.60640000000010","-0.0091","12"
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","Office Supplies","Paper","2033.584","907.524799999999862","0.4463","56"
"Sauder Forest Hills Library with Doors, Woodland Oak Finish","Furniture","Bookcases","2028.34799999999988","-837.096000000000050","-0.4127","20"
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""","Furniture","Furnishings","2021.56400000000012","301.084","0.1489","20"
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner","Technology","Machines","2015.958","86.398200000000088","0.0429","6"
"WD My Passport Ultra 1TB Portable External Hard Drive","Technology","Accessories","2014.80000000000012","67.6199999999998544","0.0336","34"
"Bevis Rectangular Conference Tables","Furniture","Tables","2014.524","-1173.679199999999704","-0.5826","26"
"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive","Technology","Accessories","2014.304000000000240","685.128400000000050","0.3401","68"
"Eldon ""L"" Workstation Diamond Chairmat","Furniture","Furnishings","2005.87200000000018","-534.899200000000230","-0.2667","38"
"Tenex B1-RE Series Chair Mats for Low Pile Carpets","Furniture","Furnishings","2004.728","249.2115999999997202","0.1243","46"
"Nortel Business Series Terminal T7208 Digital phone","Technology","Phones","2001.45600000000008","200.145600000000116","0.1000","18"
"Home/Office Personal File Carts","Office Supplies","Storage","1960.46399999999996","396.263999999999866","0.2021","60"
"Xerox 1909","Office Supplies","Paper","1941.568","801.951999999999896","0.4130","80"
"Global Italian Leather Office Chair","Furniture","Chairs","1938.50399999999974","408.6575999999999356","0.2108","16"
"Hon Every-Day Chair Series Swivel Task Chairs","Furniture","Chairs","1935.680","24.1959999999999842","0.0125","20"
"Xerox 1885","Office Supplies","Paper","1921.60","922.367999999999828","0.4800","40"
"Xerox 1914","Office Supplies","Paper","1912.60800000000006","847.483199999999966","0.4431","38"
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black","Office Supplies","Storage","1907.64000000000006","-127.1760000000000886","-0.0667","40"
"Belkin Premiere Surge Master II 8-outlet surge protector","Office Supplies","Appliances","1904.335999999999930","110.762399999999602","0.0582","52"
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock","Furniture","Furnishings","1898.05199999999994","495.144000000000130","0.2609","34"
"Eureka The Boss Cordless Rechargeable Stick Vac","Office Supplies","Appliances","1896.45599999999996","482.2708000000000610","0.2543","38"
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box","Office Supplies","Envelopes","1878.184","843.963199999999876","0.4494","32"
"Tripp Lite TLP810NET Broadband Surge for Modem/Fax","Office Supplies","Appliances","1875.695999999999950","260.9663999999999462","0.1391","44"
"Steel Personal Filing/Posting Tote","Office Supplies","Storage","1874.92800000000004","371.4346000000000622","0.1981","58"
"Sauder Mission Library with Doors, Fruitwood Finish","Furniture","Bookcases","1870.394399999999914","-251.481600000000176","-0.1345","20"
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote","Office Supplies","Appliances","1858.959999999999996","338.526399999999992","0.1821","42"
"SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card","Technology","Accessories","1855.536000000000158","75.980999999999858","0.0409","50"
"Novimex High-Tech Fabric Mesh Task Chair","Furniture","Chairs","1845.48000000000012","-266.884800000000198","-0.1446","32"
"Riverside Furniture Stanwyck Manor Table Series","Furniture","Tables","1835.84000000000006","-831.865000000000126","-0.4531","10"
"Ativa MDM8000 8-Sheet Micro-Cut Shredder","Technology","Machines","1835.796","786.512599999999970","0.4284","22"
"Cisco SPA508G","Technology","Phones","1821.323999999999868","415.7369999999998958","0.2283","30"
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11","Office Supplies","Paper","1819.956","816.520800000000068","0.4486","48"
"Plantronics Cordless Phone Headset with In-line Volume - M214C","Technology","Phones","1817.40000000000016","439.671000000000130","0.2419","54"
"LG Electronics Tone+ HBS-730 Bluetooth Headset","Technology","Phones","1809.10400000000006","266.604800000000126","0.1474","36"
"Global Stack Chair without Arms, Black","Furniture","Chairs","1803.011999999999970","88.3320000000000618","0.0490","88"
"Vinyl Sectional Post Binders","Office Supplies","Binders","1802.060000000000274","294.060000000000024","0.1632","80"
"Sony 64GB Class 10 Micro SDHC R40 Memory Card","Technology","Accessories","1799.50000000000004","264.16660000000000846","0.1468","54"
"Eldon Portable Mobile Manager","Office Supplies","Storage","1798.608000000000060","394.7887999999999948","0.2195","68"
"Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB","Technology","Accessories","1777.932000000000072","392.0567999999999768","0.2205","48"
"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card","Technology","Accessories","1768.000000000000182","76.0240000000000722","0.0430","88"
"Cisco Small Business SPA 502G VoIP phone","Technology","Phones","1764.203999999999988","116.929799999999984","0.0663","22"
"Safco Chair Connectors, 6/Carton","Furniture","Chairs","1762.38399999999982","341.702399999999718","0.1939","52"
"Xerox 1883","Office Supplies","Paper","1762.184","708.039199999999878","0.4018","74"
"Xerox 1960","Office Supplies","Paper","1759.66400000000006","669.167999999999912","0.3803","64"
"Boston School Pro Electric Pencil Sharpener, 1670","Office Supplies","Art","1747.27200000000008","299.8863999999999422","0.1716","64"
"Eldon Base for stackable storage shelf, platinum","Office Supplies","Storage","1744.512","-105.1380000000002272","-0.0603","50"
"Fellowes Superior 10 Outlet Split Surge Protector","Office Supplies","Appliances","1735.536000000000108","114.179999999999832","0.0658","60"
"Executive Impressions Supervisor Wall Clock","Furniture","Furnishings","1734.52000000000018","532.143999999999932","0.3068","42"
"Xerox 1913","Office Supplies","Paper","1730.976","750.089599999999944","0.4333","34"
"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","Office Supplies","Storage","1717.764","402.1431999999999584","0.2341","52"
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","Furniture","Bookcases","1717.71600000000004","-19.874399999999992","-0.0116","34"
"Green Bar Computer Printout Paper","Office Supplies","Paper","1714.752","761.7456","0.4442","34"
"Hon Metal Bookcases, Gray","Furniture","Bookcases","1703.52","459.9504","0.2700","24"
"Belkin 19"" Center-Weighted Shelf, Gray","Office Supplies","Storage","1698.624","-94.3680000000000538","-0.0556","32"
"Panasonic Kx-TS550","Technology","Phones","1692.432000000000022","190.3985999999999644","0.1125","46"
"Plantronics 81402","Technology","Phones","1689.34399999999992","224.366000000000052","0.1328","30"
"Staple-based wall hangings","Furniture","Furnishings","1689.152000000000012","487.9744000000001140","0.2889","248"
"GBC VeloBinder Manual Binding System","Office Supplies","Binders","1684.332000000000028","561.444000000000052","0.3333","60"
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets","Office Supplies","Binders","1669.199999999999962","-164.352000000000078","-0.0985","84"
"Motorola HK250 Universal Bluetooth Headset","Technology","Phones","1664.47599999999992","-183.0003999999998914","-0.1099","82"
"Xerox 1916","Office Supplies","Paper","1663.960","685.159999999999950","0.4118","40"
"Balt Solid Wood Rectangular Table","Furniture","Tables","1656.1930","-432.509000000000124","-0.2611","22"
"Safco Industrial Shelving","Office Supplies","Storage","1654.23999999999996","-208.2569999999998356","-0.1259","26"
"Bush Birmingham Collection Bookcase, Dark Cherry","Furniture","Bookcases","1650.348","-235.76399999999996","-0.1429","18"
"Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge","Office Supplies","Appliances","1646.503999999999970","-34.0656000000000124","-0.0207","32"
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2","Furniture","Furnishings","1645.47599999999992","623.548800000000018","0.3789","56"
"Global Chrome Stack Chair","Furniture","Chairs","1631.72800000000004","30.1664000000000394","0.0185","64"
"Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center","Office Supplies","Appliances","1624.31999999999982","471.052799999999790","0.2900","18"
"Grandstream GXP1160 VoIP phone","Technology","Phones","1607.38399999999992","315.411199999999836","0.1962","48"
"Global Stack Chair with Arms, Black","Furniture","Chairs","1606.928","250.0331999999999914","0.1556","62"
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black","Furniture","Bookcases","1604.148","212.939999999999934","0.1327","28"
"Logitech MX Performance Wireless Mouse","Technology","Accessories","1579.644000000000010","423.631799999999984","0.2682","46"
"Staple remover","Office Supplies","Supplies","1578.5280000000000282","144.40679999999989338","0.0915","366"
"Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock","Furniture","Furnishings","1573.800","295.874400000000156","0.1880","28"
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13","Office Supplies","Envelopes","1567.215999999999912","599.699999999999838","0.3827","44"
"GBC Premium Transparent Covers with Diagonal Lined Pattern","Office Supplies","Binders","1560.912000000000156","99.025599999999762","0.0634","134"
"JBL Micro Wireless Portable Bluetooth Speaker","Technology","Phones","1559.740000000000018","29.9950000000000746","0.0192","34"
"Logitech Desktop MK120 Mouse and keyboard Combo","Technology","Accessories","1557.472000000000008","85.0719999999999218","0.0546","100"
"Eldon Radial Chair Mat for Low to Medium Pile Carpets","Furniture","Furnishings","1551.223999999999908","271.863999999999942","0.1753","40"
"Logitech Trackman Marble Mouse","Technology","Accessories","1547.484","573.408800000000060","0.3705","56"
"Belkin F9G930V10-GRY 9 Outlet Surge","Office Supplies","Appliances","1540.223999999999984","325.158399999999776","0.2111","32"
"Xerox 191","Office Supplies","Paper","1534.464000000000010","708.490799999999958","0.4617","78"
"Global Deluxe Stacking Chair, Gray","Furniture","Chairs","1529.399999999999972","153.9595999999999452","0.1007","38"
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats","Furniture","Furnishings","1527.336","-445.4730000000001522","-0.2917","30"
"Logitech G105 Gaming Keyboard","Technology","Accessories","1519.87199999999992","156.7367999999999574","0.1031","28"
"Fellowes 8 Outlet Superior Workstation Surge Protector","Office Supplies","Appliances","1518.244","333.679999999999852","0.2198","40"
"AT&T CL2909","Technology","Phones","1511.880","100.791999999999984","0.0667","16"
"Xerox 1951","Office Supplies","Paper","1511.824000000000070","489.483999999999862","0.3238","60"
"Sauder Barrister Bookcases","Furniture","Bookcases","1509.46720000000008","-589.5343999999999444","-0.3906","32"
"Premium Transparent Presentation Covers by GBC","Office Supplies","Binders","1506.364000000000054","568.138399999999904","0.3772","86"
"Clarity 53712","Technology","Phones","1504.572","137.2592000000000930","0.0912","28"
"Ibico Recycled Linen-Style Covers","Office Supplies","Binders","1499.904000000000192","524.966399999999950","0.3500","48"
"Bush Mission Pointe Library","Furniture","Bookcases","1497.72159999999988","48.313599999999980","0.0323","12"
"Innergie mMini Combo Duo USB Travel Charging Kit","Technology","Phones","1493.668000000000078","604.665599999999896","0.4048","38"
"Plantronics Encore H101 Dual Earpieces Headset","Technology","Phones","1492.34000000000004","327.2359999999999546","0.2193","36"
"Xerox 1943","Office Supplies","Paper","1486.864","657.350399999999920","0.4421","32"
"Logitech B530 USB Headset - headset - Full size, Binaural","Technology","Phones","1479.600000000000094","129.4650000000000312","0.0875","50"
"Belkin 8 Outlet SurgeMaster II Gold Surge Protector","Office Supplies","Appliances","1475.507999999999928","179.940000000000062","0.1220","30"
"Bush Cubix Collection Bookcases, Fully Assembled","Furniture","Bookcases","1458.468000000000022","97.23120000000004","0.0667","8"
"RCA ViSYS 25825 Wireless digital phone","Technology","Phones","1455.88800000000026","181.985999999999934","0.1250","14"
"O'Sullivan 2-Shelf Heavy-Duty Bookcases","Furniture","Bookcases","1447.684000000000078","-266.2183999999997090","-0.1839","42"
"Lexmark MarkNet N8150 Wireless Print Server","Technology","Machines","1447.02000000000010","-1012.91399999999942","-0.7000","12"
"Xerox 1964","Office Supplies","Paper","1443.48800000000002","629.470399999999992","0.4361","66"
"Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive","Technology","Accessories","1437.30000000000004","560.547000000000034","0.3900","90"
"Avaya 4621SW VoIP phone","Technology","Phones","1419.84000000000016","159.731999999999856","0.1125","24"
"Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays","Office Supplies","Storage","1418.999999999999956","411.509999999999986","0.2900","60"
"WD My Passport Ultra 500GB Portable External Hard Drive","Technology","Accessories","1416","240.719999999999856","0.1700","24"
"SAFCO Folding Chair Trolley","Furniture","Chairs","1410.64000000000002","302.6464000000000036","0.2145","12"
"Panasonic KP-380BK Classic Electric Pencil Sharpener","Office Supplies","Art","1410.41599999999996","223.0759999999998796","0.1582","44"
"Lock-Up Easel 'Spel-Binder'","Office Supplies","Binders","1409.3820000000001482","78.742799999999986","0.0559","88"
"Zebra GK420t Direct Thermal/Thermal Transfer Printer","Technology","Machines","1407.42","-1876.56","-1.3333","12"
"Deflect-o EconoMat Nonstudded, No Bevel Mat","Furniture","Furnishings","1404.87999999999994","247.919999999999960","0.1765","28"
"iHome FM Clock Radio with Lightning Dock","Technology","Phones","1399.799999999999970","34.9950000000000776","0.0250","26"
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""","Office Supplies","Binders","1396.080000000000052","181.490399999999914","0.1300","58"
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum","Furniture","Chairs","1388.38799999999994","-316.9716","-0.2283","14"
"Euro-Pro Shark Turbo Vacuum","Office Supplies","Appliances","1387.90400000000004","287.4943999999999938","0.2071","48"
"OtterBox Defender Series Case - Samsung Galaxy S4","Technology","Phones","1379.540","245.9179999999998164","0.1783","54"
"Samsung Convoy 3","Technology","Phones","1376.27599999999992","-62.154399999999896","-0.0452","18"
"Metal Folding Chairs, Beige, 4/Carton","Furniture","Chairs","1371.175999999999982","231.4707999999999330","0.1688","46"
"Tops White Computer Printout Paper","Office Supplies","Paper","1369.47999999999996","643.655599999999920","0.4700","28"
"Safco Steel Mobile File Cart","Office Supplies","Storage","1367.10400000000004","241.7440000000000496","0.1768","18"
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock","Furniture","Furnishings","1362.908000000000030","512.384400000000116","0.3759","34"
"Flat Face Poster Frame","Furniture","Furnishings","1356.480000000000032","241.905600000000064","0.1783","102"
"Holmes Harmony HEPA Air Purifier for 17 x 20 Room","Office Supplies","Appliances","1350.24","580.6032","0.4300","6"
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting","Furniture","Furnishings","1347.73999999999990","144.1569999999998560","0.1070","34"
"Hunt Boston Vacuum Mount KS Pencil Sharpener","Office Supplies","Art","1343.616000000000116","307.9119999999999940","0.2292","40"
"Tuf-Vin Binders","Office Supplies","Binders","1338.9919999999999562","468.647199999999882","0.3500","52"
"Binding Machine Supplies","Office Supplies","Binders","1335.986000000000142","365.20839999999996","0.2734","64"
"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","Office Supplies","Appliances","1331.35199999999998","87.411999999999914","0.0657","50"
"Fellowes Command Center 5-outlet power strip","Office Supplies","Appliances","1329.664000000000098","-156.032000000000024","-0.1173","30"
"GBC Velobind Prepunched Cover Sets, Regency Series","Office Supplies","Binders","1323.884000000000020","-18.490000000000008","-0.0140","66"
"Panasonic KX T7731-B Digital phone","Technology","Phones","1319.868000000000066","151.984799999999906","0.1152","16"
"Surelock Post Binders","Office Supplies","Binders","1307.967999999999920","421.727999999999918","0.3224","58"
"Hon 61000 Series Interactive Training Tables","Furniture","Tables","1306.242000000000006","-296.7924000000000646","-0.2272","44"
"Xerox 1886","Office Supplies","Paper","1302.88","605.455999999999944","0.4647","28"
"Bush Westfield Collection Bookcases, Dark Cherry Finish","Furniture","Bookcases","1298.751999999999936","-194.812800000000056","-0.1500","28"
"Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection","Office Supplies","Appliances","1295.68","336.8768","0.2600","16"
"Avery 485","Office Supplies","Labels","1278.059999999999958","600.688199999999910","0.4700","102"
"Safco Drafting Table","Furniture","Tables","1277.64000000000006","68.1407999999998580","0.0533","24"
"Computer Room Manger, 14""","Furniture","Furnishings","1273.215999999999956","358.579199999999920","0.2816","44"
"Strathmore #10 Envelopes, Ultimate White","Office Supplies","Envelopes","1265.04","619.8696","0.4900","24"
"Belkin 7 Outlet SurgeMaster II","Office Supplies","Appliances","1263.36","353.740800000000022","0.2800","32"
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem","Technology","Accessories","1253.076000000000028","424.5959999999999804","0.3388","50"
"Avaya 5410 Digital phone","Technology","Phones","1251.01599999999994","-21.756799999999996","-0.0174","26"
"Xerox 1880","Office Supplies","Paper","1247.48799999999996","571.292799999999870","0.4580","36"
"BOSTON Ranger #55 Pencil Sharpener, Black","Office Supplies","Art","1237.124000000000010","240.6673999999999300","0.1945","54"
"Plantronics MX500i Earset","Technology","Phones","1236.960000000000160","-12.8850000000000366","-0.0104","30"
"Xerox 1882","Office Supplies","Paper","1231.560","546.3648","0.4436","24"
"Xerox 1940","Office Supplies","Paper","1231.104","558.393599999999984","0.4536","24"
"Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black","Office Supplies","Storage","1228.116000000000004","254.8920000000000108","0.2075","70"
"Companion Letter/Legal File, Black","Office Supplies","Storage","1223.424","299.0592000000000300","0.2444","34"
"Performers Binder/Pad Holder, Black","Office Supplies","Binders","1222.108000000000080","213.0279999999999478","0.1743","72"
"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray","Office Supplies","Envelopes","1221.95999999999996","549.88199999999996","0.4500","34"
"Motorola L804","Technology","Phones","1214.136","-26.6742000000000572","-0.0220","38"
"Xblue XB-1670-86 X16 Small Office Telephone - Titanium","Technology","Phones","1209.504","264.5790000000000238","0.2188","10"
"Xerox 1911","Office Supplies","Paper","1207.08","559.471999999999962","0.4635","26"
"Office Star - Task Chair with Contemporary Loop Arms","Furniture","Chairs","1200.93600000000012","94.619199999999972","0.0788","16"
"Lexmark 20R1285 X6650 Wireless All-in-One Printer","Technology","Machines","1200","436.7999999999999944","0.3640","12"
"Anker Astro 15000mAh USB Portable Charger","Technology","Phones","1199.760000000000048","-47.9904000000001712","-0.0400","26"
"Contico 72""H Heavy-Duty Storage System","Office Supplies","Storage","1196.61599999999996","-114.744","-0.0959","32"
"Hewlett-Packard Deskjet 5550 Printer","Technology","Machines","1194.26400000000012","99.521999999999934","0.0833","6"
"Xerox 1942","Office Supplies","Paper","1194.136","557.915999999999988","0.4672","26"
"Grandstream GXP2100 Mainstream Business Phone","Technology","Phones","1193.244","91.7880000000000202","0.0769","20"
"Xerox Color Copier Paper, 11"" x 17"", Ream","Office Supplies","Paper","1187.680000000000028","521.665599999999986","0.4392","54"
"Microsoft Wireless Mobile Mouse 4000","Technology","Accessories","1183.704000000000088","367.9079999999999248","0.3108","30"
"Panasonic KX TS3282B Corded phone","Technology","Phones","1180.656","88.549199999999970","0.0750","18"
"Xerox 1910","Office Supplies","Paper","1172.17600000000006","472.713599999999892","0.4033","28"
"Wilson Jones Century Plastic Molded Ring Binders","Office Supplies","Binders","1167.273999999999984","110.496400000000016","0.0947","96"
"Sony Micro Vault Click 8 GB USB 2.0 Flash Drive","Technology","Accessories","1165.35200000000006","114.6556000000000362","0.0984","26"
"Fellowes Econo/Stor Drawers","Office Supplies","Storage","1163.16","-112.438800000000072","-0.0967","14"
"Dana Fluorescent Magnifying Lamp, White, 36""","Furniture","Furnishings","1162.34399999999996","163.135999999999928","0.1404","28"
"Canon PC170 Desktop Personal Copier","Technology","Machines","1151.63999999999988","134.357999999999948","0.1167","12"
"Xerox 1991","Office Supplies","Paper","1151.136000000000004","509.7887999999999836","0.4429","52"
"Howard Miller 16"" Diameter Gallery Wall Clock","Furniture","Furnishings","1150.92","214.8384","0.1867","24"
"Avery 477","Office Supplies","Labels","1147.928","488.480000000000022","0.4255","40"
"Panasonic KP-150 Electric Pencil Sharpener","Office Supplies","Art","1147.29600000000002","253.6127999999999944","0.2211","32"
"Xerox 1944","Office Supplies","Paper","1147.29599999999996","514.732799999999990","0.4486","32"
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","Office Supplies","Envelopes","1146.688000000000052","461.1224","0.4021","148"
"PureGear Roll-On Screen Protector","Technology","Phones","1143.427999999999876","436.581599999999874","0.3818","68"
"First Data TMFD35 PIN Pad","Technology","Accessories","1142.40000000000006","239.904","0.2100","8"
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","Office Supplies","Envelopes","1141.559999999999984","450.1008","0.3943","48"
"Green Canvas Binder for 8-1/2"" x 14"" Sheets","Office Supplies","Binders","1138.48000000000000","325.279999999999966","0.2857","38"
"Sanford 52201 APSCO Electric Pencil Sharpener","Office Supplies","Art","1130.77199999999992","281.8736000000000214","0.2493","28"
"Belkin F8E887 USB Wired Ergonomic Keyboard","Technology","Accessories","1127.624","132.55579999999993090","0.1176","42"
"Eldon Advantage Chair Mats for Low to Medium Pile Carpets","Furniture","Furnishings","1126.06","112.6059999999998958","0.1000","26"
"Belkin F9M820V08 8 Outlet Surge","Office Supplies","Appliances","1117.47999999999996","202.0059999999998170","0.1808","30"
"Microsoft Natural Ergonomic Keyboard 4000","Technology","Accessories","1115.628","215.32819999999993912","0.1930","38"
"Storex Dura Pro Binders","Office Supplies","Binders","1114.3440000000000916","202.1975999999999208","0.1814","284"
"Memorex Micro Travel Drive 16 GB","Technology","Accessories","1112.904000000000062","252.322199999999928","0.2267","78"
"Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","Office Supplies","Binders","1108.4800000000000324","315.916799999999888","0.2850","44"
"Jet-Pak Recycled Peel 'N' Seal Padded Mailers","Office Supplies","Envelopes","1105.41200000000018","355.310999999999870","0.3214","38"
